timestamp,object,confidence,x1,y1,x2,y2
2025-10-28 11:54:31,person,0.932,0,0,633,478
2025-10-28 11:54:32,person,0.93,0,1,631,478
2025-10-28 11:54:32,person,0.931,2,1,630,478
2025-10-28 11:54:33,person,0.926,0,0,622,478
2025-10-28 11:54:33,person,0.519,0,201,144,422
2025-10-28 11:54:33,person,0.923,1,0,629,478
2025-10-28 11:54:33,person,0.582,5,197,133,386
2025-10-28 11:54:33,person,0.93,2,0,629,479
2025-10-28 11:54:33,person,0.756,14,194,130,365
2025-10-28 11:54:34,person,0.932,0,0,623,478
2025-10-28 11:54:34,person,0.695,17,191,130,346
2025-10-28 11:54:34,person,0.939,0,1,628,477
2025-10-28 11:54:34,person,0.802,16,188,121,340
2025-10-28 11:54:35,person,0.947,3,0,626,479
2025-10-28 11:54:35,person,0.749,0,186,110,372
2025-10-28 11:54:35,person,0.931,3,0,617,479
2025-10-28 11:54:35,person,0.657,0,184,95,419
2025-10-28 11:54:35,person,0.949,2,0,624,479
2025-10-28 11:54:35,person,0.64,0,184,97,434
2025-10-28 11:54:36,person,0.938,1,0,628,479
2025-10-28 11:54:36,person,0.944,2,0,627,479
2025-10-28 11:54:36,person,0.768,4,192,101,373
2025-10-28 11:54:37,person,0.939,2,0,631,479
2025-10-28 11:54:37,person,0.656,0,201,95,393
2025-10-28 11:54:37,person,0.942,1,0,628,479
2025-10-28 11:54:37,person,0.929,1,0,628,479
2025-10-28 11:54:37,person,0.613,0,199,89,409
2025-10-28 11:54:38,person,0.936,1,0,629,479
2025-10-28 11:54:38,person,0.685,0,200,95,429
2025-10-28 11:54:38,person,0.927,0,2,631,478
2025-10-28 11:54:38,person,0.687,0,204,108,431
2025-10-28 11:54:39,person,0.934,1,0,627,479
2025-10-28 11:54:39,person,0.712,0,205,107,434
2025-10-28 11:54:39,person,0.922,0,1,628,478
2025-10-28 11:54:39,person,0.602,0,201,102,438
2025-10-28 11:54:40,person,0.935,1,0,629,479
2025-10-28 11:54:40,person,0.578,0,199,99,377
2025-10-28 11:54:40,person,0.923,0,0,632,478
2025-10-28 11:54:40,person,0.774,0,200,102,443
2025-10-28 11:54:40,person,0.924,0,2,630,479
2025-10-28 11:54:40,person,0.574,0,202,103,380
2025-10-28 11:54:41,person,0.923,0,2,630,479
2025-10-28 11:54:41,person,0.683,0,203,107,436
